video_id,title,description,published_at,duration,definition,dimension,caption,licensedContent,view_count,like_count,dislike_count,comment_count,privacy_status
SRj6EzwX58g,Setting Powders vs Finishing Powders: What’s the Difference?,,2025-02-14T14:36:24Z,PT1M19S,hd,2d,false,True,18435,1373,0,19,public
kLmMQrhALaM,The Order of Applying Makeup ✨,,2025-02-14T01:03:09Z,PT34S,hd,2d,false,True,67737,5955,0,85,public
LYUFxrDhzWA,My FIRST EVER Beauty Campaign ✨🤭,,2025-02-04T20:00:09Z,PT1M4S,hd,2d,false,True,13049,1901,0,83,public
Z7A3gmvAPNQ,Top 5 Concealers for Brown Skin / Black Girls,,2025-02-03T20:00:37Z,PT2M56S,hd,2d,false,True,13472,1204,0,37,public
K8HPhyWpJlk,elf Cosmetics vs Rare Beauty Pt. 3 ✨ #makeupchallenge,,2025-02-01T17:06:08Z,PT1M10S,hd,2d,false,True,11976,834,0,22,public
bLQc1Mws76M,elf Cosmetics vs Rare Beauty Pt. 2 ✨ #makeupchallenge,,2025-02-01T17:05:46Z,PT2M49S,hd,2d,false,True,13442,896,0,20,public
EhLJzIPqduM,elf Cosmetics vs Rare Beauty  ✨ #makeupchallenge,,2025-02-01T17:04:48Z,PT3M,hd,2d,false,True,42469,2114,0,25,public
g2J1i4DY4o4,NYX Cosmetics Lip I.V. Lip Gloss Stain! Which shade should I go for? Comment below ✨,@NYX Professional Makeup Lip I.V. Lip Gloss Stain! Which shade should I go for? Comment below #NYXCosmeticsPartner,2025-01-30T23:32:20Z,PT27S,hd,2d,false,True,39593,1249,0,63,public
i4wUWmLH3nQ,This foundation has been a favorite for years now and I'm still loving it ✨,"This foundation has been a favorite for years now and I'm still loving it. It's the iconic @Armani beauty Luminous Silk Foundation @sephora
#armanibeauties #luminoussilk
#Armanibeautypartner",2025-01-30T04:29:22Z,PT57S,hd,2d,false,True,12885,772,0,20,public
qDXKf1q8ZEM,YOUR GIRL WAS ON A BILLBOARD IN NYC 😳✨,,2025-01-26T15:24:18Z,PT20S,hd,2d,false,True,10546,1583,0,145,public
CQtXO-il93I,The DARKEST Contour Shade I Own Right Now!!!,,2025-01-22T15:01:23Z,PT7S,hd,2d,false,True,8295017,302197,0,570,public
2NrzzWZBXu8,One of the DARKEST Contours I Own Right Now!!,,2025-01-22T01:46:29Z,PT1M4S,hd,2d,false,True,43286,3707,0,65,public
Q3C9wYSQ4pU,HOW TO CONTOUR FOR BEGINNERS 2025,"Learn how to contour your face for beginners in this easy makeup tutorial. Follow along for step-by-step instructions on how to achieve the perfect contoured look in 2025!

P R O D U C T S   M E N T I O N E D:
Westman Atelier Mini Petite Face Trace Cream Contour Stick
https://go.magik.ly/ml/29ai4/
Saie Dew Bronze Soft-Focus Sculpting Liquid Bronzer
https://go.magik.ly/ml/29ai5/
ONE/SIZE by Patrick Starrr  Made for Shade Bronze & Sculpt Trio Palette
https://go.magik.ly/ml/29ai8/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is NOT sponsored. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2025-01-19T04:18:32Z,PT13M39S,hd,2d,false,True,18643,733,0,40,public
HrF2VA2Tyrg,Avoid These 3 Common Mistakes That Cause Laugh Lines!,"Learn how to avoid common mistakes that cause laugh lines in this video! Discover tips on how to stop creasing in smile lines, including makeup techniques.",2025-01-12T20:00:08Z,PT57S,hd,2d,false,True,22815,1958,0,39,public
R3Trnb9gfis,The BIGGEST Concealer Mistake You're Making RIGHT NOW,Are you making the biggest concealer mistake right now? Watch this video to learn how to use concealer and setting powder correctly for flawless makeup! #beauty #makeup #concealer #settingpowder,2025-01-10T20:00:14Z,PT38S,hd,2d,false,True,25561,2128,0,45,public
jSRKrHyub-k,Find Your PERFECT Foundation Match in Minutes!,Struggling to find your perfect foundation match? Watch this video for easy tips on how to match your foundation in just a few minutes!,2025-01-08T20:00:24Z,PT37S,hd,2d,false,True,12321,809,0,13,public
BCADli6QiBM,What's REALLY Causing Your Foundation to Separate,"Are your foundations separating? In this makeup tutorial, we'll dive into what's really causing it and how to prevent it for flawless makeup application.",2025-01-07T20:00:05Z,PT34S,hd,2d,false,True,14574,833,0,5,public
rJVb3h6_Pnk,If You Want Your Makeup to Last STOP Doing This,"If you want your makeup to last all day, then you need to stop making this common mistake! Watch this video to learn how to achieve long-lasting makeup.",2024-12-29T20:00:21Z,PT39S,hd,2d,false,True,56128,2780,0,22,public
CKldS4ngGYY,Perfect Technique to Apply Concealer,"Learn the perfect technique to apply concealer, especially under your eyes, with these easy tips. Say goodbye to dark circles and uneven skin tone!",2024-12-25T20:00:06Z,PT48S,hd,2d,false,True,49115,1820,0,18,public
fcaxe_qaJBk,STOP Ruining Your Makeup with the Wrong Concealer Shade!,Are you tired of ruining your makeup with the wrong concealer shade? Watch this video for tips on how to apply concealer correctly and avoid common mistakes!,2024-12-24T20:00:30Z,PT58S,hd,2d,false,True,145623,7904,0,64,public
I-0Ab-b8_X0,You Won't Believe What's Causing Your Concealer to Look Cakey,Are you tired of your concealer looking cakey? Watch this video to learn the surprising reason behind it and how to fix it for flawless makeup!,2024-12-23T20:00:10Z,PT1M,hd,2d,false,True,15172,744,0,10,public
AyQn4oq0Bf0,Are You Making This Common EYELASH Mistake?,"If you're a beginner in false lashes, make sure you're not making this common mistake! This video will give you tips on how to apply natural-looking false lashes flawlessly.",2024-12-16T20:00:05Z,PT1M1S,hd,2d,false,True,18805,1056,0,13,public
uny_dOAae2c,Achieve Perfect Eyeliner with This Technique!,Learn how to achieve perfect eyeliner for hooded eyes with this easy technique! This makeup tutorial will show you step-by-step how to create the perfect eyeliner look for hooded eyes. Perfect your makeup game with this helpful tutorial!,2024-12-15T20:00:23Z,PT41S,hd,2d,false,True,254136,10459,0,149,public
32Pl_kzVtCo,STOP Making This 1 Eyebrow Mistakes for GOOD!,"Say goodbye to bad eyebrows with this tutorial on how to shape, fill, and define your brows for a natural look. Perfect for mature women looking for eyebrow tips!",2024-12-14T20:00:01Z,PT39S,hd,2d,false,True,17926,885,0,6,public
Tag2CmSf97Y,Step by Step* SOFT GLAM Makeup Tutorial | Very Detailed!,"Personalize your Dior item to make it unique. Add charms, embroidery on a ribbon or engraving on a bottle for a creation unlike any other. Shop now https://go.magik.ly/ml/28akz

MEMBERS ONLY | FREE 2-DAY SHIPPING. Valid on any $200 beauty order. Ends Wednesday, December 4, 11:59 AM ET. Shop now: https://go.magik.ly/ml/28akz/

@‌Dior #Dior #DiorBeauty #Sponsored // Use my code ALEJAY at checkout to receive a complimentary gift for beauty purchases over $130! Expires 12/31/24.

COMPLIMENTARY 2-DAY SHIPPING on all $150+ beauty orders, Thursday, December 12th – Monday, December 16th until 1PM EST.

OVERNIGHT SHIPPING IS COMPLIMENTARY with any $200 order by 1pm Thursday, December 19th.  (12/16 1pm – 12/19 1pm EST)

P R O D U C T S   M E N T I O N E D:
Urban Decay Brow Blade 2-in-1 Eyebrow Pen + Waterproof Pencil
https://go.magik.ly/ml/27cu6/
Urban Decay Slick Day Strong-Hold Clear Brow Gel
https://go.magik.ly/ml/27cu8/
Urban Decay Eyeshadow Primer Potion
https://go.magik.ly/ml/27cuc/
Urban Decay Naked3 Soft Pink Eyeshadow Palette
https://go.magik.ly/ml/27cup/
Capture Totale Le Sérum
https://go.magik.ly/ml/27fme/
CLINIQUEEven Better™ Makeup Broad Spectrum SPF 15 Foundation
https://go.magik.ly/ml/27cux/
HAUS LABS BY LADY GAGA Triclone Skin Tech Hydrating 
https://go.magik.ly/ml/27cv0/
Juvia's Place I Am Magic Concealer
https://go.magik.ly/ml/27cvc/
e.l.f. Cosmetics Halo Glow Liquid Filter
https://go.magik.ly/ml/27cw2/
Danessa Myricks BeautyYummy Skin Blurring Balm Powder Flushed 
https://go.magik.ly/ml/27cuk/- 
Laura Mercier Translucent Loose Setting Powder
https://go.magik.ly/ml/27cum/
Dior Addict Lip Glow
https://go.magik.ly/ml/27fmg/
Dior Addict Lip Maximizer
https://go.magik.ly/ml/27fmi/
Rouge Dior Forever Liquid Sequin - Limited Edition
https://go.magik.ly/ml/27fmm/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I receive a small commission.",2024-12-13T21:21:12Z,PT24M9S,hd,2d,false,True,18217,783,0,50,public
e_bwuq87aKA,Affordable Makeup for Beginners *Walmart Edition*,"Today's makeup tutorial I've partnered with Walmart to show you this Affordable Makeup Shopping for Beginners *Walmart Edition*. Thank you to Walmart (Walmart.com) for sponsoring this video!  #Walmart #WalmartPartner #WalmartGifts @walmart Check out their PRODUCTS https://go.magik.ly/ml/27fie/ #Walmart @Walmart #MagicLinks @MagicLinks #ad #sponsored

P R O D U C T S    M E N T I O N E D:
e.l.f. Stay Cool Primer Stick
https://go.magik.ly/ml/27eym/
L,Oreal Paris True Match Super-Blendable Foundation
https://go.magik.ly/ml/27eyr/
e.l.f. Complexion Sponge Trio
https://go.magik.ly/ml/27eys/
Milani Cheek Kiss Cream Bronzer
https://go.magik.ly/ml/27eyy/
e.l.f. Camo Liquid Blush 
https://go.magik.ly/ml/27eyz/
e.l.f. Hydrating Camo Concealer
https://go.magik.ly/ml/27ez0/
Real Techniques Everyday Eye Essentials Makeup Brush Kit
https://go.magik.ly/ml/27ez1/
wet n wild Photo Focus Loose Setting Powder 
https://go.magik.ly/ml/27ez3/
Maybelline Build A Brow 2-in-1 Eyebrow Pen and Sealing Gel
https://go.magik.ly/ml/27ez4/
Milani Gilded Luster Light Palette
https://go.magik.ly/ml/27ez8/
NYX PROFESSIONAL MAKEUP Slim Lip Pencil, Long-Lasting
https://go.magik.ly/ml/27eza/
e.l.f. Glow Reviver Lip Oil
https://go.magik.ly/ml/27ezb/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is sponsored by Walmart. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-12-01T05:13:18Z,PT7M49S,hd,2d,false,True,12176,733,0,32,public
GFQL0ykwPKY,Secret to YouTube Shopping Success This Holiday Season #sponsored,#sponsored Click the link in my channel bio to check out the brands currently offering increased holiday commissions and go to the YouTube Help Center to learn about how you may earn more money with the YouTube Shopping Bonus Program set to run from now until the EOY! ‪@YouTube,2024-11-20T23:55:55Z,PT58S,hd,2d,false,True,6157,328,0,4,public
8ZFBIDR0gpE,Creator Pro Tip: Earn More This Holiday Season With YouTube Shopping! #sponsored,"#sponsored Click the YouTube Shopping Affiliate Hub (https://yt.be/4Pmf7) + YouTube Shopping Bonus Program (https://yt.be/9MTMk) to check out the brands currently offering increased holiday commissions and learn about how you may earn more money with the YouTube Shopping Bonus Program set to run from now until the EOY! ‪@YouTube 

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is sponsored by YouTube. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-11-20T23:38:37Z,PT1M11S,hd,2d,false,False,1894,97,0,6,public
GRd3vtkqbug,EASIEST 10 Minute Makeup Tutorial Ever!,"Looking for a quick and easy makeup tutorial? Look no further! In this video, I'll show you the easiest 10-minute makeup routine that anyone can do.

P R O D U C T S    M E N T I O N E D:

SKIN:
e.l.f. Stay Cool Primer Stick 
https://go.magik.ly/ml/278a5/

FACE:
e.l.f. Soft Glam Foundation
https://amzn.to/3ACeAt4
NYX Professional Makeup Born To Glow Radiant Concealer
https://go.magik.ly/ml/278a6/
e.l.f. Camo Liquid Blush, 
https://go.magik.ly/ml/278a8/
NYX Professional Makeup Can't Stop Won't Stop Mattifying Pressed Powde
https://go.magik.ly/ml/278aa/
Maybelline Build A Brow 2-in-1 Eyebrow Pen and Sealing Gel
https://go.magik.ly/ml/278ab/
L'Oreal Paris Telescopic Lift Washable Makeup Mascara
https://go.magik.ly/ml/278ad/
about-face Matte Fix Lip Pencil
https://go.magik.ly/ml/278ae/
e.l.f. Pout Clout Lip Plumping Pen
https://go.magik.ly/ml/278ag/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is NOT sponsored. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I receive a small commission.",2024-11-17T17:00:16Z,PT11M50S,hd,2d,false,True,27643,1055,0,55,public
6Qf4E9MVgKE,FALL MAKEUP TUTORIAL | Beginner Friendly,"Get ready for fall with this beginner-friendly makeup tutorial! A huge thank you to Laura Mercier for sponsoring this video ✨ @‌lauramercier #LauraMercier #LauraMercierPartner #TranslucentSettingPowder. Learn how to create a beautiful fall makeup look for any occasion. Perfect for those new to makeup or trying out some new fall trends! 

P R O D U C T S    M E N T I O N E D:

HOLIDAY  SETS:
Enchanting Shimmers Caviar Stick Eyeshadow Trio
https://go.magik.ly/ml/26ura/
Divinely Flawless Translucent Loose Setting Powder & Puff
https://go.magik.ly/ml/26urg/
Dreamy Embrace Petal Soft Lipstick Crayon Duo
https://go.magik.ly/ml/26urh/

OTHER  PRODUCTS:
Urban Decay Eyeshadow Primer Potion
https://go.magik.ly/ml/271vf/
Sigma Beauty On-the-Go Eyeshadow Palette
https://go.magik.ly/ml/271vi/
KISS Look So Natural False Eyelashes 
https://go.magik.ly/ml/271vl/
innisfree Cherry Blossom Dewy Glow Jelly Cream Face Moisturizer
https://go.magik.ly/ml/271vq/
Laura Mercier Real Flawless Weightless Perfecting Waterproof Foundation
 https://go.magik.ly/ml/273ai/
Laura Mercier Real Flawless Weightless Perfecting Serum Concealer 
https://go.magik.ly/ml/273am/
Rare Beauty by Selena Gomez Warm Wishes Effortless Cream Bronzer Stick 
https://go.magik.ly/ml/271vy/
NUDESTIX Nudescreen Blush + Lip Tint SPF 30
https://go.magik.ly/ml/271vz/
Urban Decay Big Bush Volumizing Tinted Brow Gel
https://go.magik.ly/ml/271w5/
Urban Decay Brow Blade 2-in-1 Eyebrow Pen + Waterproof Pencil
https://go.magik.ly/ml/271w6/
Anastasia Beverly Hills DIPBROW® Waterproof, Smudge Proof Brow Pomade
https://go.magik.ly/ml/271w9/
MAC Lip Liner Pencil
https://go.magik.ly/ml/271wg/
Fenty Beauty by Rihanna Gloss Bomb Stix High-Shine Gloss Stick
https://go.magik.ly/ml/271wj/


S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is sponsored by Laura Mercier. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-11-12T19:01:39Z,PT14M46S,hd,2d,false,True,9606,598,0,55,public
RsrheWeVL0k,"If You Use Concealer, WATCH This Video!!","If you use concealer, you NEED to watch this video! Learn how to apply concealer like a pro with this easy tutorial. Get flawless, natural-looking skin with these tips!

P R O D U C T S    M E N T I O N E D:

Danessa Myricks Beauty Yummy Skin Lift & Flex Hydrating Concealer - 13
https://go.magik.ly/ml/26opf/

DIOR Backstage Concealer - 5N
https://go.magik.ly/ml/26opi/

L'Oréal True Match Radiant Serum Concealer - C7
https://go.magik.ly/ml/26opj/

Gucci Concentré de Beauté Multi-Use Crease Proof and Hydrating Concealer - 43W
https://go.magik.ly/ml/26opk/

Jewelry I Wore:
https://go.magik.ly/ml/2095q/


S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is NOT sponsored. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-11-03T15:36:31Z,PT10M28S,hd,2d,false,True,13998,1029,0,48,public
aJqRslrJ5Zk,FIX Your Eyebrow Shape WITHOUT It Looking Fake!,"Learn how to fix your eyebrow shape without it looking fake! This tutorial will show you the best techniques for natural, flawless eyebrows.",2024-10-19T20:00:00Z,PT32S,hd,2d,false,True,130210,4679,0,47,public
QG18Ggt9Jis,Best Eyeliner for Beginners (and How to Apply It!),Not sure if you should use felt tip or pencil eyeliner? Watch this video to find out which eyeliner is best for beginners! Learn how to get the perfect winged eyeliner and choose the best eyeliner for hooded eyes.,2024-10-18T17:28:35Z,PT23S,hd,2d,false,True,41579,1391,0,14,public
ERmNNkkXRdo,The REAL Reason Your Makeup Separates and How to FIX It,"If your makeup keeps separating, don't worry - I've got you covered! Watch this video to learn the real reason behind makeup separation and how to fix it for a flawless finish.

P R O D U C T S    M E N T I O N E D:
ONE/SIZE by Patrick Starrr Secure the Glow Tacky Hydrating Primer 
https://go.magik.ly/ml/2648t/
HUDA BEAUTY Easy Blur Natural Airbrush Foundation with Niacinamide
https://go.magik.ly/ml/2648u/
PATRICK TAMajor Skin Hydra-Luxe Luminous Skin Perfecting Foundation For Natural Glow
https://go.magik.ly/ml/2648v/
Danessa Myricks Beauty Yummy Skin Blurring Balm Powder
https://go.magik.ly/ml/2648x/
e.l.f. Poreless Putty Primer
https://amzn.to/3UbLC9Y
HUDA BEAUTY #FauxFilter Matte Buildable Coverage Waterproof Concealer
https://go.magik.ly/ml/2648z/
NARS Soft Matte Complete Foundation
https://go.magik.ly/ml/26492/
HUDA BEAUTY Easy Blur Natural Airbrush Foundation with Niacinamide
https://go.magik.ly/ml/2648u/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

Jewelry I Wore:
https://go.magik.ly/ml/2095q/

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is NOT sponsored. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-10-14T15:53:15Z,PT11M43S,hd,2d,false,True,19191,912,0,61,public
7Aso425iuu0,A BLUSH Mistake You're Making RIGHT NOW,Are you making this blush mistake? Watch this video to learn about proper blush placement and avoid common makeup mishaps. #makeuptips #blushmistakes,2024-10-03T16:57:16Z,PT38S,hd,2d,false,True,56821,3758,0,42,public
QfHu14NZOFM,Can You REALLY Trust WATERPROOF Products? My Shocking Discovery!,"Curious if waterproof makeup really works? In this video, we're testing waterproof and water-resistant makeup to see if they stand up to their claims. Whether it's drugstore or high-end, find out if it's truly waterproof or not! 

Thank you ONE/SIZE for sponsoring today’s video to introduce their NEW Turn Up the Base Full Beat Foundation ✨ (https://bit.ly/3BmB0OM)

P R O D U C T S   M E N T I O N E D:

FACE:
ONE/SIZE by Patrick Starrr Secure The Sweat Waterproof Mattifying Primer
https://bit.ly/3BmB0OM
ONE/SIZE by Patrick Starrr Secure the Glow Tacky Hydrating Primer with BOBA Complex
https://bit.ly/4dtCgwP
ONE/SIZE by Patrick Starrr
Turn Up the Base Full Beat Waterproof Liquid Foundation
https://bit.ly/4dAHua5
PATRICK TA Major Skin Hydra-Luxe Luminous Skin Perfecting Foundation For Natural Glow
https://bit.ly/4eL0Dr8
HUDA BEAUTY #FauxFilter Matte Buildable Coverage Waterproof Concealer
https://bit.ly/3N8JJH3
ONE/SIZE by Patrick Starrr Ultimate Blurring Setting Powder
https://bit.ly/3ZPCZp0
Wet n Wild Photo Focus Loose Setting Powder Banana
https://go.magik.ly/ml/25pds/
L'Oreal Paris Infallible Up to 24H Fresh Wear Blush Powder
https://go.magik.ly/ml/25pdr/
HAUS LABS BY LADY GAGA Color Fuse Talc-Free Blush Powder With Fermented Arnica
https://bit.ly/3BvD7zZ
ONE/SIZE by Patrick Starrr On 'Til Dawn Mattifying Waterproof Setting Spray
https://bit.ly/3N7Pi8E
MILK MAKEUP Hydro Grip Dewy Long-Lasting Setting Spray With Hyaluronic Acid + Niacinamide
https://bit.ly/3XQVmHG

EYES:
KVD Beauty Tattoo Liner Vegan Waterproof Liquid Eyeliner
https://bit.ly/3NafG1A
Valentino Twin Liner Gel and Liquid Eyeliner
https://bit.ly/4gGmDFc
ONE/SIZE by Patrick Starrr Fantasize Lifting & Lengthening Mascara
https://bit.ly/3TR0E4P
HUDA BEAUTY LEGIT LASHES Double-Ended Volumizing and Lengthening Mascara
https://bit.ly/47OmlZ0

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is sponsored by ONE/SIZE. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission",2024-10-02T14:28:22Z,PT13M51S,hd,2d,false,True,7853,465,0,34,public
AJOTItBELpU,The ONLY 5 Beginner Face Products You Need! ✨,"Looking for the best beginner face products? This video breaks down the ONLY 5 products you need for a flawless makeup look! Perfect for makeup beginners.

G I V E A W A Y.   D E T A I L S:
Join the giveaway through this link --- https://alejay.komi.io/
Scroll all the way down to ""Let's Stay In Touch!"" and fill out your name and email address
 
P R O D U C T S   M E N T I O N E D:
PRIMER:
ONE/SIZE by Patrick Starrr Secure the Glow Tacky Hydrating Primer with BOBA Complex
https://2ly.link/1zjxD
MILK MAKEUP Pore Eclipse Mattifying + Blurring Makeup Primer with Niacinamide
https://2ly.link/1zjxG
FOUNDATION:
Danessa Myricks Beauty Yummy Skin Soothing Serum Skin Tint Foundation with Peptides + Ceramides
https://2ly.link/1zjxM
Armani Beauty Luminous Silk Perfect Glow Flawless Oil-Free Foundation
https://2ly.link/1zjxO

CONCEALER:
HAUS LABS BY LADY GAGA Triclone Skin Tech Hydrating + De-puffing Concealer with Fermented Arnica
https://2ly.link/1zjxP

BLUSH:
Hourglass Unreal Liquid Blush
https://2ly.link/1zjxT
Milani Cheek Kiss Cream Blush
https://go.magik.ly/ml/259cb/
HAUS LABS BY LADY GAGA Color Fuse Talc-Free Blush Powder With Fermented Arnica
https://2ly.link/1zjxW

POWDER:
Givenchy Prisme Libre Illuminating & Color Correcting Loose Powder (Formula was changed and wouldn't recommend the new formula) 

wet n Wild Photo Focus Loose Baking Setting Powder
https://go.magik.ly/ml/259ce/

Jewelry I Wore:
https://go.magik.ly/ml/2095q/

S O C I A L  M E D I A:
Instagram: @alejayofficial
Twitter: @alejayofficial
Facebook: @alejayofficial
TikTok: @alejayofficial

B U S I N E S S:
For business inquiries, please email me at nicole.herrera@thedigitalbrandarchitects.com

FTC DISCLAIMER: This video is NOT sponsored. Sponsored or not, my content is 100% honest, and I always provide my genuine thoughts on ALL products. Some of these links are affiliate links, so if you decide to click the link and make a purchase, I do receive a small commission.",2024-09-16T00:59:27Z,PT12M27S,hd,2d,false,True,36030,1855,0,63,public
z5Nju6TzotQ,The REAL Reason Your Makeup Separates and How to FIX It,"Are you tired of your makeup separating? In this video, we'll uncover the real reason why your makeup separates and show you how to fix it for flawless results every time! Say goodbye to foundation rubbing off your nose with these key tips.",2024-09-12T21:53:41Z,PT39S,hd,2d,false,True,145255,7737,0,50,public
